PCBIndex,Ref.Des.,Pad ID,Volume (%),Height (um),Area (%),Offset X (um),Offset Y (um),Group ID,Print Direction,Barcode,Bridge Error,Shape Error,Panel ID,Result,,,,,,,,,,,,,
13281,C1310,5822,111,125,91,-34,16,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1310,5823,115,128,91,-44,21,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1311,9855,106,126,85,-44,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1311,9856,108,125,88,-50,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1312,9674,109,128,87,-49,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1312,9675,116,122,96,-54,12,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1313,6864,85,115,75,-55,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1313,6865,93,112,84,-69,8,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1314,6800,77,99,79,-48,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1314,6801,83,110,77,-47,21,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1316,5948,102,113,92,-48,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1316,5949,101,117,87,-45,11,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1317,6794,84,102,84,-35,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1317,6795,85,115,74,-39,11,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1318,8464,115,141,83,-31,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1318,8465,145,112,131,-80,8,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1319,6798,94,109,88,-43,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1319,6799,87,113,78,-46,20,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1320,9668,94,124,77,-43,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1320,9669,107,117,93,-51,18,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1321,5932,93,115,82,-43,12,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1321,5933,101,117,87,-48,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1322,6792,96,110,89,-37,27,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1322,6793,94,111,87,-36,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1323,6870,83,111,77,-50,9,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1323,6871,79,108,74,-53,30,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1324,6860,84,111,77,-56,15,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1324,6861,92,105,89,-59,14,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1325,8430,103,129,81,-46,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1325,8431,123,107,116,-67,28,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1326,6796,89,107,85,-52,25,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1326,6797,85,114,76,-53,16,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1327,9670,93,121,78,-52,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1327,9671,88,120,75,-42,19,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1328,9666,84,118,72,-38,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1328,9667,93,122,78,-50,28,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1329,5940,108,119,92,-47,16,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1329,5941,100,113,90,-50,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1330,6866,83,108,78,-65,11,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1330,6867,90,117,78,-56,0,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1331,6802,96,102,96,-42,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1331,6803,94,114,83,-46,16,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1332,6816,90,103,89,-43,33,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1332,6817,88,108,83,-55,36,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1333,6840,90,109,84,-16,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1333,6841,87,104,85,-31,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1334,5938,100,110,92,-42,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1334,5939,101,111,92,-49,11,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1335,8466,86,129,68,-43,20,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C1335,8467,92,123,76,-45,8,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1336,6818,89,104,87,-59,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1336,6819,83,111,76,-57,19,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1337,6842,83,120,70,-34,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1337,6843,83,106,79,-35,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1338,8434,90,117,78,-47,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1338,8435,88,116,77,-51,35,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1339,9678,90,120,76,-51,9,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1339,9679,93,120,79,-62,4,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1340,8432,90,126,72,-44,13,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1340,8433,92,128,73,-46,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1341,5936,94,108,88,-36,21,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1341,5937,99,110,91,-53,18,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1342,6804,93,105,90,-37,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1342,6805,81,110,75,-45,18,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1343,9676,90,127,72,-53,14,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1343,9677,95,116,83,-54,-3,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1344,6822,86,96,91,-82,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1344,6823,87,112,79,-77,40,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1345,6850,82,113,73,-37,25,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1345,6851,86,109,81,-42,13,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1346,5950,99,115,88,-51,15,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1346,5951,103,114,92,-49,12,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1347,9672,93,123,76,-28,8,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1347,9673,89,123,74,-37,0,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1348,6824,88,101,89,-60,31,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1348,6825,79,111,72,-68,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1349,6820,88,99,90,-51,46,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1349,6821,90,112,81,-52,25,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1350,6858,81,113,73,-40,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1350,6859,93,120,79,-45,29,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1351,6862,80,112,73,-55,15,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1351,6863,88,102,88,-60,13,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1352,6868,77,108,72,-56,12,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1352,6869,83,105,80,-59,14,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1353,6814,95,107,90,-38,36,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1353,6815,89,110,82,-36,26,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1354,6826,87,101,87,-58,31,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1354,6827,81,106,77,-47,20,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1355,6836,77,109,72,-13,10,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1355,6837,78,108,73,-20,3,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1356,6838,91,115,80,-33,13,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1356,6839,80,108,76,-33,10,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1357,6852,80,113,72,-54,30,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1357,6853,90,114,80,-48,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1378,9875,165,120,139,-68,38,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,EXCESSIVE_WARNING,,,,,,,,,,,,,
13281,C1378,9876,119,130,93,-39,18,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C138,9308,127,114,113,19,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C138,9309,124,119,106,-14,84,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1383,5758,107,125,87,-60,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1383,5759,106,117,92,-69,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C140,7212,78,105,76,-19,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C140,7213,82,100,83,-31,46,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C141,5112,68,103,67,-16,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C141,5114,70,103,69,-16,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1418,8386,62,98,65,-49,51,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1418,8387,62,91,69,-63,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1432,8376,71,99,74,-33,36,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1432,8377,75,100,76,-39,25,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1433,7414,96,108,91,-31,57,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1433,7415,110,120,93,-40,40,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1434,7416,93,100,94,-45,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1434,7417,118,99,121,-74,50,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C144,5132,69,96,73,-34,56,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C144,5134,69,107,65,-17,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1448,7880,115,110,106,-28,78,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1448,7881,129,116,113,-35,74,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1449,7852,125,113,113,-2,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1449,7853,129,119,110,-5,74,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1450,9728,151,131,116,-14,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1450,9729,141,137,105,-24,75,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1451,8070,124,117,107,-19,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1451,8071,124,107,118,-26,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1452,7876,123,111,113,-12,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1452,7877,123,117,107,-14,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1453,9540,158,141,114,-3,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1453,9541,169,131,131,-26,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,EXCESSIVE_WARNING,,,,,,,,,,,,,
13281,C1454,7858,132,114,117,-7,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1454,7859,136,124,111,-11,61,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1455,8052,133,116,116,-7,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1455,8053,115,105,111,-7,56,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1456,9478,130,127,103,-10,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1456,9479,133,129,104,-18,59,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1457,7854,119,109,111,-5,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1457,7855,132,121,110,-12,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1458,9724,143,131,111,-4,59,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1458,9725,149,130,116,-14,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1459,7860,121,117,105,-8,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1459,7861,120,116,105,-10,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1460,9736,147,128,116,-15,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1460,9737,140,131,109,-21,61,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1461,7878,116,108,109,-35,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1461,7879,120,120,102,-43,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1462,8060,127,118,109,-12,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1462,8061,124,111,113,-14,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1463,7848,121,105,117,2,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1463,7849,131,114,116,-4,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1464,8064,121,114,108,-10,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1464,8065,118,107,112,-18,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1465,7874,133,109,124,-17,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1465,7875,137,125,111,-25,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1466,8264,124,117,107,-26,57,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1466,8265,113,109,106,-17,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1467,9722,149,126,120,-11,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1467,9723,149,136,111,-9,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1468,9542,141,132,108,-11,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1468,9543,148,130,116,-25,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1469,7870,127,119,108,-10,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1469,7871,125,124,102,-14,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C147,8522,71,97,75,-39,56,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C147,8523,66,96,70,-50,60,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1470,8054,128,113,115,-1,57,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1470,8055,120,104,117,-1,53,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1471,8056,120,112,108,8,54,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1471,8057,126,124,103,6,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1472,8066,126,122,105,-16,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1472,8067,120,114,107,-21,62,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1479,5928,142,129,112,-15,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1479,5929,139,128,110,-25,56,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C148,7642,101,102,100,-2,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C148,7643,106,116,92,-8,78,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1482,5970,152,131,118,-12,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1482,5971,133,121,112,-20,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1485,5968,148,131,114,-16,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1485,5969,135,123,112,-17,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C149,8102,139,97,146,28,105,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C149,8103,140,101,141,23,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1493,5996,131,125,106,-24,74,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1493,5997,129,121,108,-29,76,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C15,7622,113,100,115,16,89,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C15,7623,117,111,107,8,75,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1500,8380,57,92,63,-41,24,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1500,8381,70,97,73,-41,38,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1501,8364,68,97,71,-38,24,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1501,8365,65,95,69,-61,35,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1502,8366,61,96,64,-33,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1502,8367,59,91,65,-58,29,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1503,8368,68,99,69,-42,24,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1503,8369,63,96,67,-50,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1504,8356,60,97,63,-38,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1504,8357,64,91,71,-53,41,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1505,8358,65,96,69,-41,36,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1505,8359,62,93,68,-55,37,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1506,5427,78,102,77,-4,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1506,5428,86,113,77,7,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C151,8176,133,108,125,-9,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C151,8177,160,92,177,-6,31,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREALARGE_WARNING,,,,,,,,,,,,,
13281,C153,7720,119,126,96,8,97,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C153,7721,119,112,108,6,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C1530,8360,57,94,62,-42,46,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1530,8361,63,92,69,-52,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C1531,8330,68,96,72,-43,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
